id,source_name,source_type,source_url,source_doi,source_version,cation,anion,solvent,Concentration (mol/kg),Ionic Conductivity (mS/cm),Viscosity (mPa·s),Cation's Diffusivity (m²/s),Anion's Diffusivity (m²/s),Solvent's Diffusivity (m²/s),Coordination Number (Cation ← Anion),Coordination Number (Cation ← Solvent),Density (g/cm³),cation_name,anion_name,anion_smiles,anion_pubchem_cid,solvent_name,solvent_smiles,solvent_pubchem_cid
765.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GBL,2.5,15.28632746,7.467516632,1.25e-10,1.1e-10,1.75e-10,3.27154386,8.186627193,1.2423136,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
766.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GBL,3.0,12.82453645,8.004260614,1.09e-10,1.06e-10,1.62e-10,3.758824859,7.540585687,1.2573562,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
767.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GBL,3.5,8.154979088,9.608513152,8.09e-11,7.96e-11,1.28e-10,4.127880399,7.037789037,1.2836035,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
768.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GBL,4.0,15.09169085,11.94943179,6.65e-11,6.97e-11,1.02e-10,4.45344012,6.563763473,1.30702,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
769.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,0.5,0.871125114,20.88770501,2.5e-11,2.07e-11,2.39e-11,1.383625,6.307081731,0.99617811,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
770.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,1.0,0.9130695,24.92767956,1.82e-11,1.78e-11,1.89e-11,1.688742574,5.985955446,1.0328643,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
771.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,1.5,0.434374842,23.55135736,1.23e-11,1.3e-11,1.43e-11,2.22056314,5.589397611,1.0669943,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
772.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,2.0,0.592912095,29.74462737,1.08e-11,1.16e-11,1.21e-11,2.652102902,5.322890501,1.0989404,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
773.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,2.5,1.001514991,31.94851318,1.07e-11,1.1e-11,1.21e-11,2.948376906,5.057010893,1.1224075,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
774.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,3.0,1.123274846,34.33143879,1.04e-11,1.02e-11,1.07e-11,3.169241121,4.827346729,1.1480682,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
775.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,3.5,0.997325533,34.27212438,8.1e-12,8.16e-12,9.26e-12,3.514731023,4.626458746,1.1716554,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
776.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,GN,4.0,0.922790907,35.24064543,6.37e-12,5.91e-12,6.25e-12,3.808066865,4.351732541,1.200568,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Glutaronitrile,C(CC#N)CC#N,10994.0
777.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,0.5,3.778077084,2.613270831,2.14e-10,3.09e-10,3.72e-10,1.499114286,8.910957143,1.0903308,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
778.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,1.0,7.00885997,4.25440778,1.79e-10,1.7e-10,2.46e-10,2.064970297,8.151126238,1.1287932,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
779.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,1.5,9.938999587,4.917068081,1.47e-10,1.68e-10,2.34e-10,2.614843537,7.427882653,1.1573939,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
780.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,2.0,9.896502416,6.761330431,1.11e-10,1.24e-10,1.79e-10,2.978857895,6.796910526,1.1833272,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
781.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,2.5,5.565338758,8.572126362,1.02e-10,9.85e-11,1.52e-10,3.472821739,6.228391304,1.210086,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
782.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,3.0,4.571297346,9.170683003,7.59e-11,7.74e-11,1.2e-10,3.830328358,5.848463619,1.2360192,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
783.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,3.5,9.085310709,11.07841767,6.32e-11,6.31e-11,1.01e-10,4.125805601,5.298855025,1.2569169,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
784.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MA,4.0,2.495726328,14.64964594,4.18e-11,4.5e-11,7.01e-11,4.432434718,4.88800816,1.2865119,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
785.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,0.5,0.675656124,2.993775117,1.19e-10,1.49e-10,4.46e-10,3.282988506,5.636367816,0.94894828,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
786.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,1.0,0.544964831,4.40892379,9.89e-11,1.02e-10,2.82e-10,3.615876471,5.160117647,0.98946333,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
787.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,1.5,1.687789813,4.696821376,8.63e-11,7.68e-11,2.04e-10,3.794923387,4.874415323,1.0295955,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
788.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,2.0,2.830715295,6.819040368,6.5e-11,6.45e-11,1.78e-10,3.89205296,4.590423676,1.055114,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
789.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,2.5,2.50528922,9.424891509,4.42e-11,4.59e-11,1.32e-10,4.154314578,4.269652174,1.0895676,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
790.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,3.0,2.53148946,9.892623534,3.91e-11,3.93e-11,1.23e-10,4.582947598,3.826980349,1.1121113,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
791.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,3.5,1.637074689,10.20369019,3.99e-11,4.06e-11,1.09e-10,4.825040307,3.540589251,1.1361558,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
792.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MB,4.0,2.417460963,12.55063581,2.79e-11,2.8e-11,8.47e-11,5.096700516,3.222843373,1.162105,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl butyrate,CCCC(=O)OC,12180.0
793.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,0.5,2.157987206,2.076928425,2.68e-10,3.11e-10,5.63e-10,2.575238938,7.017451327,1.1017398,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
794.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,1.0,5.519641313,3.638846341,1.96e-10,2e-10,3.77e-10,3.165816514,6.456227064,1.1449627,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
795.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,1.5,6.368270528,5.400138519,1.6e-10,1.75e-10,2.99e-10,3.426471519,6.059254747,1.1792688,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
796.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,2.0,6.840729803,6.129686982,1.1e-10,1.12e-10,2.48e-10,3.83777887,5.543189189,1.2055278,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
797.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,2.5,3.754481634,6.837809867,9.95e-11,9.26e-11,2.1e-10,4.090656504,5.248868902,1.2301361,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
798.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,3.0,5.448163557,7.406369999,6.98e-11,6.65e-11,1.73e-10,4.387937063,5.001886364,1.2534144,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
799.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,3.5,9.390349753,8.769546083,6.69e-11,6.72e-11,1.6e-10,4.663099071,4.62855418,1.2735564,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
800.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,MP,4.0,8.933835921,10.53019948,5.87e-11,5.58e-11,1.21e-10,4.851714086,4.424138075,1.2992505,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
801.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,0.5,2.908669447,6.22955846,1.04e-10,1.18e-10,1.73e-10,1.195964602,16.71387611,1.2353095,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
802.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,1.0,5.60611373,7.529441386,7.35e-11,8.75e-11,1.23e-10,2.296036697,14.90080734,1.2637058,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
803.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,1.5,5.048365272,9.996085989,7.2e-11,6.89e-11,1.01e-10,3.075800633,13.34925475,1.2887392,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
804.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,2.0,3.64025933,11.43053591,4.4e-11,4.74e-11,7.68e-11,3.500941032,12.36221867,1.31807,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
805.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,2.5,2.719068899,14.14834922,3.12e-11,3.24e-11,5.23e-11,4.065349593,11.30760976,1.3462959,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
806.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,3.0,3.366697761,19.90254679,2.91e-11,2.73e-11,5.13e-11,4.384847902,10.36540122,1.3637665,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
807.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,3.5,2.807355039,19.8916774,2.61e-11,2.56e-11,4.64e-11,4.651647059,9.811674149,1.3771587,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
808.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,PC,4.0,1.828746967,21.90369172,1.95e-11,1.9e-11,3.35e-11,4.959576011,9.01825523,1.4014079,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Propylene carbonate,CC1COC(=O)O1,7924.0
809.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,0.5,0.001648358,80.88465879,7.4e-14,7.78e-14,8.69e-14,0.294456522,6.529882609,1.0896134,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
810.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,1.0,0.011458655,74.15735467,8.56e-14,8.36e-14,7.72e-14,0.765720721,6.280988739,1.1247118,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
811.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,1.5,0.006767123,98.72535048,1.12e-13,9.47e-14,9.93e-14,1.331732087,5.871303738,1.1559003,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
812.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,2.0,0.030730897,199.3476298,1.04e-13,1.12e-13,9.02e-14,1.578731884,5.664270531,1.1816288,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
813.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,2.5,0.034497913,193.4459692,1.76e-13,1.69e-13,1.42e-13,1.788016,5.566094,1.2096696,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
814.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,3.0,0.025673773,88.69337669,9.57e-14,9.98e-14,8.08e-14,2.057609294,5.294746127,1.2373194,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
815.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,3.5,0.033359599,108.9896392,1.71e-13,1.43e-13,1.28e-13,2.27683689,4.984203506,1.2555766,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
816.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,SN,4.0,0.016963517,151.5128706,1e-13,1.32e-13,9.98e-14,2.564103164,4.844171252,1.2755195,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Succinonitrile,C(CC#N)C#N,8062.0
817.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,0.5,0.578303434,6.67846508,4.62e-11,5.05e-11,1.13e-10,2.551445545,12.85039604,1.1127627,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
818.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,1.0,0.77996885,9.191606653,2.28e-11,3.46e-11,5.78e-11,3.172469388,11.03258163,1.1491343,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
819.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,1.5,1.167293302,11.59870524,1.43e-11,1.72e-11,4.26e-11,4.490368421,7.987698246,1.184212,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
820.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,2.0,0.228898443,12.29338358,1.18e-11,1.43e-11,3.38e-11,4.770934783,7.217652174,1.2074478,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
821.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,2.5,1.285271436,15.02639137,1.13e-11,1.27e-11,3.32e-11,5.381217002,6.06842953,1.2265386,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
822.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,3.0,0.707498431,17.47717977,8.25e-12,1.06e-11,2.61e-11,5.796769674,5.229051823,1.2502738,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
823.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,3.5,0.14361122,5.460750539,6.57e-12,6.59e-12,1.91e-10,7.939035593,4.550727377,1.2559468,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
824.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TEP,4.0,0.150081051,8.542753529,3.22e-12,3.26e-12,1.76e-10,7.922647866,3.92534751,1.2817048,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
825.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,0.5,2.670087058,5.426821704,8.82e-11,1.53e-10,1.85e-10,1.380262712,18.46661017,1.2516984,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
826.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,1.0,3.723261739,7.80267409,6.62e-11,8.85e-11,1.17e-10,2.295385965,16.2045614,1.2848867,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
827.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,1.5,2.972257974,9.472271231,4.78e-11,6.58e-11,8.55e-11,2.900990909,14.0884303,1.3058949,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
828.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,2.0,2.569311943,11.41297743,3.6e-11,4.53e-11,6.35e-11,3.544139151,12.24062264,1.3307969,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
829.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,2.5,2.355535389,14.48041949,3.2e-11,3.49e-11,4.96e-11,4.279761719,10.54189063,1.3508492,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
830.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,3.0,2.563328134,14.67633307,2.36e-11,2.77e-11,4.16e-11,4.686329966,9.314151515,1.368044,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
831.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,3.5,1.962741559,17.18703068,2.09e-11,2.27e-11,3.63e-11,5.04866617,8.303955291,1.3859303,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
832.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,DFOB,TMP,4.0,2.03866484,19.09630217,1.54e-11,1.61e-11,2.76e-11,5.440860027,7.357092867,1.4083293,Potassium,Difluoro(oxalato)borate,[B-]1(OC(=O)C(=O)O1)(F)F,58152809.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
833.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,FSI,AN,0.5,16.61770404,0.540562061,1.86e-09,1.48e-09,2.57e-09,0.329974747,6.408828283,0.81470233,Potassium,Bis(fluorosulfonyl)imide,[N-](S(=O)(=O)F)S(=O)(=O)F,5257893.0,Acetonitrile,CC#N,6342.0
834.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,FSI,AN,1.0,49.42189433,0.542700977,1.44e-09,1.23e-09,2.27e-09,0.563955729,6.225335938,0.86512162,Potassium,Bis(fluorosulfonyl)imide,[N-](S(=O)(=O)F)S(=O)(=O)F,5257893.0,Acetonitrile,CC#N,6342.0
835.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,FSI,AN,1.5,45.2991824,0.927299882,1.09e-09,1.01e-09,1.86e-09,0.768387097,5.994664875,0.91604846,Potassium,Bis(fluorosulfonyl)imide,[N-](S(=O)(=O)F)S(=O)(=O)F,5257893.0,Acetonitrile,CC#N,6342.0
836.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,FSI,AN,2.0,45.67700226,1.198662072,9.97e-10,9.57e-10,1.62e-09,0.993186981,5.836204986,0.95774424,Potassium,Bis(fluorosulfonyl)imide,[N-](S(=O)(=O)F)S(=O)(=O)F,5257893.0,Acetonitrile,CC#N,6342.0
