id,source_name,source_type,source_url,source_doi,source_version,cation,anion,solvent,Concentration (mol/kg),Ionic Conductivity (mS/cm),Viscosity (mPa·s),Cation's Diffusivity (m²/s),Anion's Diffusivity (m²/s),Solvent's Diffusivity (m²/s),Coordination Number (Cation ← Anion),Coordination Number (Cation ← Solvent),Density (g/cm³),cation_name,anion_name,anion_smiles,anion_pubchem_cid,solvent_name,solvent_smiles,solvent_pubchem_cid
1.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,0.5,18.34807272,0.320150657,1.28e-09,1.09e-09,2.51e-09,0.177194737,6.482342105,0.85074303,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
2.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,1.0,40.02923884,0.778736679,1.23e-09,7.41e-10,2.11e-09,0.332376404,6.218884831,0.93311285,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
3.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,1.5,28.58925847,0.834436644,1.09e-09,6.84e-10,1.83e-09,0.47362749,6.034723108,1.0007465,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
4.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,2.0,28.61487204,1.298528389,7.87e-10,5.88e-10,1.47e-09,0.590422222,5.873371429,1.0667787,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
5.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,2.5,37.79148697,1.086047085,6.76e-10,4.69e-10,1.2e-09,0.741232527,5.662182796,1.1208673,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
6.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,3.0,39.14603495,1.875114219,4.87e-10,4.05e-10,9.97e-10,0.873841981,5.473292453,1.1687433,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
7.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,3.5,63.20725907,2.282229508,5e-10,3.45e-10,8.77e-10,1.020208511,5.252156383,1.206207,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
8.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,AN,4.0,35.63474817,2.424506911,4.33e-10,2.8e-10,7.53e-10,1.151058594,5.124224609,1.2482909,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetonitrile,CC#N,6342.0
9.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,0.5,8.570909849,2.51281943,2.91e-10,2.57e-10,4.92e-10,0.211486111,12.3689375,1.1672497,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
10.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,1.0,8.757484172,3.999227812,2.22e-10,1.95e-10,3.45e-10,0.3942675,11.84916,1.2439325,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
11.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,1.5,11.43013152,5.24671677,1.46e-10,1.34e-10,2.6e-10,0.5632,11.44476964,1.3041632,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
12.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,2.0,10.81112268,6.309155417,1.12e-10,8.5e-11,1.85e-10,0.724725714,11.13390643,1.3512034,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
13.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,2.5,8.923641176,7.411955163,8.31e-11,6.71e-11,1.28e-10,0.958895377,10.46893796,1.3928664,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
14.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,3.0,5.889268849,10.4100445,5.35e-11,4.37e-11,8.33e-11,1.16765914,9.846808065,1.4359116,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
15.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,3.5,2.665386635,11.85722166,3.68e-11,3.3e-11,5.96e-11,1.425946394,9.105649123,1.4670098,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
16.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac2O,4.0,2.904197151,13.90862131,3.07e-11,2.24e-11,4.45e-11,1.675807002,8.345767056,1.4967929,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
17.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,0.5,29.61161098,0.256685582,1.87e-09,1.45e-09,3.61e-09,0.254055556,5.779049383,0.83100353,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
18.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,1.0,50.11538539,0.627375536,1.28e-09,1.17e-09,2.83e-09,0.418837662,5.554038961,0.91409716,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
19.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,1.5,59.62379195,0.937504488,8.91e-10,9.45e-10,2.28e-09,0.604374429,5.26380137,0.98070258,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
20.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,2.0,28.53133806,1.007235679,7.33e-10,6.72e-10,1.62e-09,0.775407942,5.023812274,1.051782,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
21.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,2.5,69.06920113,1.372683279,5.27e-10,5.73e-10,1.36e-09,0.97319697,4.741237879,1.1021323,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
22.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,3.0,24.53788994,1.782795485,4.75e-10,4.14e-10,1.04e-09,1.162543767,4.486822281,1.1546563,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
23.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,3.5,34.92412094,2.040395889,4.33e-10,3.72e-10,8.7e-10,1.375251781,4.192153207,1.1907248,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
24.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,Ac,4.0,32.0839733,1.940076838,3.8e-10,3.14e-10,6.98e-10,1.571518438,3.910625813,1.2309059,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Acetone,CC(=O)C,180.0
25.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,0.5,3.2875709,5.553430952,1.01e-10,1.44e-10,2.5e-10,0.438065,17.510385,1.1923832,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
26.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,1.0,3.991907226,6.639373633,6.86e-11,7.08e-11,1.47e-10,0.851574866,15.86225134,1.2661817,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
27.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,1.5,2.062732517,8.904359058,4.88e-11,4.63e-11,9.85e-11,1.263724335,13.98010837,1.3251111,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
28.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,2.0,1.230355477,12.17275064,3.05e-11,2.51e-11,6.21e-11,1.635615152,12.59687727,1.378399,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
29.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,2.5,1.43286831,13.99614189,1.74e-11,1.65e-11,4.06e-11,1.956692802,10.87604113,1.4242651,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
30.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,3.0,1.311422367,15.16048212,1.36e-11,1.24e-11,3.32e-11,2.255155329,9.581122449,1.4548126,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
31.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,3.5,0.712446135,17.77338896,1.05e-11,1.01e-11,2.63e-11,2.488270492,8.713241803,1.4884861,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
32.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,BC,4.0,0.660850797,19.46243938,6.23e-12,5.59e-12,1.78e-11,2.649313559,7.636963277,1.5169586,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"2,3-butylene carbonate",C[C@H]1[C@@H](OC(=O)O1)C,10080377.0
33.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,0.5,0.397349934,1.804039507,1.42e-10,1.36e-10,6.66e-10,2.324340659,30.25399666,1.0457631,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
34.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,1.0,0.6820458,3.58597294,6.78e-11,6.39e-11,4.06e-10,2.128255814,20.56186047,1.1315293,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
35.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,1.5,0.522960283,5.136909995,3.84e-11,3.65e-11,2.45e-10,2.274055785,15.09548781,1.2002847,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
36.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,2.0,0.738900926,7.103782888,3.23e-11,3.18e-11,1.72e-10,2.436940984,11.96824045,1.2559651,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
37.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,2.5,0.396041717,10.02653791,1.76e-11,1.88e-11,9.13e-11,2.557914127,9.814462604,1.3038444,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
38.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,3.0,0.856381822,12.27933925,1.12e-11,1.24e-11,7.19e-11,2.745382282,7.983686121,1.3521023,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
39.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,3.5,0.406289745,15.02044067,4.55e-12,5.1e-12,4.84e-11,2.866595186,6.951764544,1.3913828,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
40.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DEC,4.0,0.113069486,13.93258193,5.14e-12,5.46e-12,4e-11,2.955883768,6.146779628,1.4209113,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Diethyl carbonate,CCOC(=O)OCC,7766.0
41.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,0.5,3.570774571,1.487515528,2.95e-10,2.94e-10,9.43e-10,1.239591346,12.586875,1.160081,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
42.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,1.0,4.033572397,2.673769338,1.97e-10,1.99e-10,6.11e-10,1.338567358,12.06700259,1.2404159,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
43.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,1.5,6.627167043,3.714118359,1.33e-10,1.41e-10,3.59e-10,1.484201852,11.31807222,1.307849,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
44.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,2.0,3.93363958,5.163706197,8.58e-11,9.2e-11,2.35e-10,1.597698225,10.71448225,1.3577378,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
45.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,2.5,3.069654184,7.206541068,5.66e-11,6.33e-11,1.47e-10,1.771325377,9.711896985,1.4041451,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
46.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,3.0,3.287250884,9.0315752,4.11e-11,4.15e-11,1.06e-10,1.944847007,8.87516408,1.4417626,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
47.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,3.5,3.310329394,13.35458063,2.5e-11,2.45e-11,6.18e-11,2.08004008,8.04745491,1.4796058,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
48.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMC,4.0,1.227912722,13.25369461,1.65e-11,1.69e-11,4.51e-11,2.197386531,7.350473247,1.5094831,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl carbonate,COC(=O)OC,12021.0
49.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,0.5,1.681269425,6.889348049,7.26e-11,7.88e-11,1.75e-10,0.114642045,5.283221591,1.1572207,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
50.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,1.0,2.287604714,11.48568288,2.85e-11,3.1e-11,6.6e-11,0.244704819,5.122006024,1.2389053,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
51.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,1.5,1.017927477,15.50048846,1.9e-11,1.89e-11,3.83e-11,0.521031915,4.734693617,1.2954546,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
52.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,2.0,0.86418889,23.01668383,9.02e-12,8.29e-12,1.73e-11,0.922309764,4.302782828,1.3510709,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
53.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,2.5,0.261588227,25.19092981,7.52e-12,6.99e-12,1.34e-11,1.327551136,3.775393466,1.3906873,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
54.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,3.0,0.27032497,22.80499506,4.38e-12,4.51e-12,7.79e-12,1.786294776,3.306470149,1.4318181,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
55.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,3.5,0.853338374,25.69230592,4.41e-12,4.22e-12,7.29e-12,2.048721477,2.921803132,1.4547019,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
56.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMI,4.0,0.382447841,28.63981083,2.76e-12,2.8e-12,5.55e-12,2.280944672,2.551469262,1.4846449,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C1=O)C,6661.0
57.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMSO,0.5,19.31028403,1.671506198,5.33e-10,4.6e-10,8.92e-10,0.051163551,5.466546729,1.1500458,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl sulfoxide,CS(=O)C,679.0
58.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMSO,1.0,11.41294417,2.451286579,3.08e-10,3.31e-10,6.41e-10,0.1319,5.3859475,1.2293992,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl sulfoxide,CS(=O)C,679.0
59.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMSO,1.5,12.38830484,2.912539429,2.63e-10,2.28e-10,4.76e-10,0.231503584,5.273543011,1.2874859,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl sulfoxide,CS(=O)C,679.0
60.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,K,BETI,DMSO,2.0,16.41067948,4.578940587,1.85e-10,1.8e-10,3.67e-10,0.359353448,5.157691092,1.3288737,Potassium,Bis(pentafluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,4067273.0,Dimethyl sulfoxide,CS(=O)C,679.0
