source_id,source_type,source_name,doi,salt,temperature_c,concentration,concentration_unit,solvent_a,ratio_a,solvent_b,ratio_b,solvent_c,ratio_c,solvent_ratio_basis,component_count,solubility_mole_fraction,fully_dissolved,conductivity,conductivity_unit,viscosity_mpas,phase_stable_24h,phase_stable_7d,relative_uncertainty,notes
CALiSol-23:13035,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,EC,50.0,PC,50.0,,,v,2,,True,5.94,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13036,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,EC,70.0,PC,30.0,,,v,2,,True,6.49,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13037,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.5,mol/l,EC,15.0,PC,85.0,,,v,2,,True,3.73,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13038,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.5,mol/l,EC,50.0,PC,50.0,,,v,2,,True,4.12,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13039,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,2.0,mol/l,EC,15.0,PC,85.0,,,v,2,,True,1.8,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13040,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,2.0,mol/l,EC,50.0,PC,50.0,,,v,2,,True,1.97,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13041,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,3.0,mol/l,EC,50.0,PC,50.0,,,v,2,,True,0.96,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13044,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,EC,50.0,Sulfolane,50.0,,,v,2,,True,4.12,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13049,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,EC,50.0,3-Glyme,50.0,,,v,2,,True,6.55,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13052,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,50.0,Ethyldiglyme,50.0,,,v,2,,True,2.74,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13053,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,PC,50.0,Ethylmonoglyme,50.0,,,v,2,,True,9.49,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13054,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,50.0,Ethylmonoglyme,50.0,,,v,2,,True,4.76,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13055,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Freon 11,30.0,THF,70.0,,,v,2,,True,7.47,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13313,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,PC,70.0,Methylene chloride,30.0,,,v,2,,True,8.57,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13314,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,PC,50.0,Methylene chloride,50.0,,,v,2,,True,9.83,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13315,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,PC,30.0,Methylene chloride,70.0,,,v,2,,True,6.94,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13316,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Methylene chloride,25.0,Sulfolane,75.0,,,v,2,,True,4.24,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13317,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Methylene chloride,50.0,Sulfolane,50.0,,,v,2,,True,7.23,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13320,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Methylene chloride,30.0,THF,70.0,,,v,2,,True,14.57,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13321,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Methylene chloride,50.0,THF,50.0,,,v,2,,True,15.06,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13322,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Methylene chloride,70.0,THF,30.0,,,v,2,,True,9.81,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13323,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,50.0,3-MeSulfolane,50.0,,,v,2,,True,1.48,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13326,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,PC,50.0,Sulfolane,50.0,,,v,2,,True,3.53,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13328,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,PC,70.0,Toluene,30.0,,,v,2,,True,5.73,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13329,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,3-Glyme,50.0,Propylsulfone,50.0,,,v,2,,True,2.45,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13538,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,0.5,mol/l,Sulfolane,50.0,4-Glyme,50.0,,,v,2,,True,1.68,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13539,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,0.75,mol/l,Sulfolane,50.0,4-Glyme,50.0,,,v,2,,True,1.82,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13540,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,25.0,4-Glyme,75.0,,,v,2,,True,1.93,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13541,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,50.0,4-Glyme,50.0,,,v,2,,True,1.75,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13542,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Toluene,30.0,Sulfolane,70.0,,,v,2,,True,5.06,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13545,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,0.5,mol/l,Sulfolane,50.0,3-Glyme,50.0,,,v,2,,True,2.19,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13546,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,0.75,mol/l,Sulfolane,50.0,3-Glyme,50.0,,,v,2,,True,2.48,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13547,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,25.0,3-Glyme,75.0,,,v,2,,True,2.89,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13548,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,50.0,3-Glyme,50.0,,,v,2,,True,2.47,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13549,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.0,mol/l,Sulfolane,75.0,3-Glyme,25.0,,,v,2,,True,2.02,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13550,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,1.5,mol/l,Sulfolane,50.0,3-Glyme,50.0,,,v,2,,True,1.87,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13551,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,20.0,2.0,mol/l,Sulfolane,50.0,3-Glyme,50.0,,,v,2,,True,1.03,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:365,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,0.197166066,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,0.735576864,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:371,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,0.33376901,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,1.064032248,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:377,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,0.432235998,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,1.247639406,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:383,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,0.494423746,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,1.342906004,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:389,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,0.81052953,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,1.66333598,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:395,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,1.032822329,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,1.739168143,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:398,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,1.591376046,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,1.606730593,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:404,conductivity,CALiSol-23,10.1016/S0378-7753(01)00697-8,LiAsF6,25.0,0.101618518,mol/kg,PC,32.0,DME,68.0,,,w,2,,True,0.411873206,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12402,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,50.0,2-MeTHF,50.0,,,v,2,,True,14.09,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12417,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,2-MeTHF,50.0,Freon 11,50.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12418,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,2-MeTHF,70.0,Freon 11,30.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12419,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,2-MeTHF,30.0,Methylene chloride,70.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12710,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,2-MeTHF,50.0,Methylene chloride,50.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12711,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,2-MeTHF,70.0,Methylene chloride,30.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12712,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,2-MeTHF,50.0,Sulfolane,50.0,,,v,2,,True,7.28,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12715,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,0.9,mol/l,2-Glyme,50.0,3-MeSulfolane,50.0,,,v,2,,True,4.55,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12716,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,0.9,mol/l,Toluene,50.0,3-MeSulfolane,50.0,,,v,2,,True,3.09,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12717,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Toluene,40.0,3-MeSulfolane,60.0,,,v,2,,True,3.62,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12719,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,40.0,Benzene,60.0,,,v,2,,True,5.63,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12721,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,DME,50.0,g-Butyrolactone,50.0,,,v,2,,True,21.33,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12722,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Ethylmonoglyme,50.0,g-Butyrolactone,50.0,,,v,2,,True,15.12,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12727,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,50.0,2-Glyme,50.0,,,v,2,,True,5.85,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12728,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,40.0,2-Glyme,60.0,,,v,2,,True,5.14,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12730,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,50.0,DME,50.0,,,v,2,,True,20.64,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12733,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,50.0,DME,50.0,,,v,2,,True,18.46,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12734,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,4.0,mol/l,PC,50.0,DME,50.0,,,v,2,,True,6.65,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12735,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,DME,50.0,Sulfolane,50.0,,,v,2,,True,9.6,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:12736,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,DME,60.0,Sulfolane,40.0,,,v,2,,True,9.14,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13057,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,50.0,Ethylmonoglyme,50.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13064,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,0.5,mol/l,EC,15.0,PC,85.0,,,v,2,,True,7.5,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13065,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,0.5,mol/l,EC,50.0,PC,50.0,,,v,2,,True,8.24,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13066,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,15.0,PC,85.0,,,v,2,,True,8.82,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13067,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,50.0,PC,50.0,,,v,2,,True,9.55,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13068,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,70.0,PC,30.0,,,v,2,,True,10.23,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13069,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.5,mol/l,EC,15.0,PC,85.0,,,v,2,,True,6.95,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13070,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.5,mol/l,EC,50.0,PC,50.0,,,v,2,,True,7.64,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13071,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,2.0,mol/l,EC,15.0,PC,85.0,,,v,2,,True,4.22,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13072,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,2.0,mol/l,EC,50.0,PC,50.0,,,v,2,,True,4.93,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13073,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,3.0,mol/l,EC,50.0,PC,50.0,,,v,2,,True,2.99,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13076,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,50.0,Sulfolane,50.0,,,v,2,,True,6.87,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13081,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,EC,50.0,3-Glyme,50.0,,,v,2,,True,10.54,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13084,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,50.0,Ethyldiglyme,50.0,,,v,2,,True,4.73,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13085,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,50.0,Ethylmonoglyme,50.0,,,v,2,,True,13.54,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13086,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,50.0,Ethylmonoglyme,50.0,,,v,2,,True,7.28,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13087,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Freon 11,30.0,THF,70.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13336,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,70.0,Methylene chloride,30.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13337,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,50.0,Methylene chloride,50.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13338,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,30.0,Methylene chloride,70.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13339,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Methylene chloride,25.0,Sulfolane,75.0,,,v,2,,True,6.55,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13340,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Methylene chloride,50.0,Sulfolane,50.0,,,v,2,,True,9.46,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13343,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Methylene chloride,30.0,THF,70.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13344,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Methylene chloride,50.0,THF,50.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13345,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Methylene chloride,70.0,THF,30.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13346,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,50.0,3-MeSulfolane,50.0,,,v,2,,True,2.86,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13349,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,50.0,Sulfolane,50.0,,,v,2,,True,5.93,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13351,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,PC,70.0,Toluene,30.0,,,v,2,,True,,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13352,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,3-Glyme,50.0,Propylsulfone,50.0,,,v,2,,True,4.49,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13557,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,0.5,mol/l,Sulfolane,50.0,4-Glyme,50.0,,,v,2,,True,2.99,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13558,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,0.75,mol/l,Sulfolane,50.0,4-Glyme,50.0,,,v,2,,True,3.43,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13559,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,25.0,4-Glyme,75.0,,,v,2,,True,3.67,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:13560,conductivity,CALiSol-23,10.1016/0378-7753(91)80004-H,LiAsF6,40.0,1.0,mol/l,Sulfolane,50.0,4-Glyme,50.0,,,v,2,,True,3.5,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
