source_id,source_type,source_name,doi,salt,temperature_c,concentration,concentration_unit,solvent_a,ratio_a,solvent_b,ratio_b,solvent_c,ratio_c,solvent_ratio_basis,component_count,solubility_mole_fraction,fully_dissolved,conductivity,conductivity_unit,viscosity_mpas,phase_stable_24h,phase_stable_7d,relative_uncertainty,notes
CALiSol-23:11286,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.823273222,mol/kg,PC,40.0,EA,60.0,,,w,2,,True,9.396393331,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11291,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.808982647,mol/kg,PC,40.0,EA,60.0,,,w,2,,True,1.893841443,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11298,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.937665873,mol/kg,PC,40.0,EA,60.0,,,w,2,,True,9.452534876,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11303,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,1.047907452,mol/kg,PC,40.0,EA,60.0,,,w,2,,True,9.329363729,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11314,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.113425835,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,2.581395349,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11325,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.198710182,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,3.837209302,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11336,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.28465898,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,4.697674419,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11347,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.377721321,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,5.325581395,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11358,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.472737932,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,5.790697674,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11369,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.568223568,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,5.976744186,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11380,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.672268908,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,6.069767442,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11391,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.789994137,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,6.023255814,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11398,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.909673637,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,5.813953488,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11403,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,1.021067031,mol/kg,PC,70.0,EA,30.0,,,w,2,,True,5.534883721,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11414,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.134254144,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,3.362090948,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11425,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.224946876,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,4.894602635,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11436,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.321291968,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,6.140246494,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11445,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.421121972,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,7.058648534,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11456,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.518274543,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,7.691882703,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11467,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.612834679,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,8.080747981,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11472,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.59881003,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,1.348916277,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11478,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.715384615,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,8.304717382,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11484,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.702294943,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,2.021674458,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11490,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.832171696,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,8.362515937,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11496,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.818657034,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,1.875478113,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11502,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.946536337,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,8.257543561,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11509,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,1.058648534,mol/kg,PC,50.0,EA,50.0,,,w,2,,True,8.071398215,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11520,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.114782609,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,1.862190424,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11531,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.193043478,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,2.732856357,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11542,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.267826087,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,3.273968079,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11553,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.35826087,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,3.741111723,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11564,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.452173913,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,4.006164007,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11575,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.546086957,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,4.144634012,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11586,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.655652174,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,4.107870116,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11597,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.777391304,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,3.996697854,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11604,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.895652174,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,3.758503027,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11609,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,1.013913043,mol/kg,PC,90.0,EA,10.0,,,w,2,,True,3.469675289,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11620,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.125714286,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,3.018181818,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11631,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.213333333,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,4.436363636,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11642,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.299047619,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,5.418181818,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11653,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.398095238,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,6.218181818,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11664,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.497142857,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,6.8,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11675,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.592380952,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,7.090909091,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11686,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.693333333,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,7.236363636,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11697,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.807619048,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,7.236363636,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11704,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,0.921904762,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,7.090909091,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:11709,conductivity,CALiSol-23,10.1149/1.1914757,LiBOB,19.5,1.036190476,mol/kg,PC,60.0,EA,40.0,,,w,2,,True,6.872727273,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8416,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.150724638,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,1.911173446,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8427,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.24057971,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.541841982,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8438,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.304347826,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.821879383,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8449,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.362318841,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.973819542,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8460,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.420289855,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,3.093501636,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8471,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.484057971,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,3.147732585,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8482,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.553623188,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,3.136512389,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8493,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.637681159,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,3.058438523,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8504,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.733333333,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.946236559,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8515,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.843478261,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.702664797,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8526,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.956521739,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.426367461,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8537,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,1.069565217,mol/kg,EC,40.0,PC,60.0,,,w,2,,True,2.150070126,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8548,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.033333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,0.807272727,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8559,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.073333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,1.505454545,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8570,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.103333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,1.947272727,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8581,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.13,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,2.279393939,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8592,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.153333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,2.574545455,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8603,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.176666667,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,2.833333333,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8614,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.21,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,3.057575758,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8625,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.24,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,3.317575758,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8636,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.273333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,3.541818182,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8647,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.313333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,3.730909091,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8658,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.35,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,3.919393939,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8669,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.39,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.072121212,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8680,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.433333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.152727273,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8691,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.476666667,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.233333333,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8702,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.523333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.241818182,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8713,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.573333333,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.250909091,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8724,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.626666667,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.224242424,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8735,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.67,mol/kg,PC,60.0,DEC,40.0,,,w,2,,True,4.123030303,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8944,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.036417396,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,0.750078944,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8955,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.068764174,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,1.214956222,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8966,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.096563801,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,1.576144682,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8977,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.124363428,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,1.937333142,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8988,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.152369743,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.194143821,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:8999,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.180376059,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.4509545,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9010,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.217890053,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.706387254,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9021,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.255507392,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.909631118,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9032,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.293228075,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.060686092,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9043,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.349964117,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.208985216,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9054,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.397399168,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.254284484,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9065,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.449588058,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.29889479,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9076,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.506634132,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.290627243,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9087,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.57329123,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.228792881,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9098,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.640051672,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,3.114769628,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9109,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.716526482,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.89499067,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9120,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.802405627,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.726022678,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9131,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.859865078,mol/kg,PC,90.0,DEC,10.0,,,w,2,,True,2.508999569,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9138,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.164864865,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,2.176470588,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9145,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.248648649,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,2.735294118,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9152,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.310810811,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,3.029411765,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9159,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.372972973,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,3.205882353,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9166,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.435135135,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,3.323529412,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9173,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.497297297,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,3.382352941,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9180,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.571351351,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,3.370588235,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
CALiSol-23:9187,conductivity,CALiSol-23,10.1149/1.1833611,LiBOB,19.5,0.655675676,mol/kg,EC,70.0,PC,30.0,,,w,2,,True,3.3,as reported by CALiSol-23,,,,,Parsed from public CALiSol-23 conductivity table; ratios normalised to percent.
